state,code,name,zone,address,geometry_type,coordinates
,AGTR,Agauthar Halt,,,Point,"[84.8437572205, 26.008145546599998]"
,NES,Natesar,,,Point,"[85.2718057104, 24.963884576399998]"
,KNLE,Kanale,,,Point,"[74.9593667969, 14.2250994053]"
Maharashtra,BRMT,Baramati,CR,"Baramati, Maharashtra",Point,"[74.5781969, 18.1536772]"
,MHKT,MOHKHUTI,,,Point,"[94.80821, 27.106537]"
,GNGR,GUNGRANA,,,Point,"[75.82596, 30.714577]"
,MCO,MOTIHARI COURT,,,Point,"[84.90543100000001, 26.62564]"
,MXM,MINATCHIPURAM,,,Point,"[76.87534699999999, 10.629748000000001]"
,OPN,ONNUPURAM HALT,,,Point,"[79.17972008790001, 12.711563669599999]"
,GDH,Gidnahali,,,Point,"[77.82513399999999, 13.406514]"
,KUKA,Khui Khera,,,Point,"[74.0778039648, 30.305205841499998]"
,BNJN,BINJANA,,,Point,"[75.98680179930001, 22.9311978995]"
,GDW,Gadhwala,,,Point,"[73.454923, 27.970288]"
,MCL,MADIMANGALAM,,,Point,"[79.1862, 12.598975000000001]"
,BUGN,BHURJIHA BARAGN,,,Point,"[80.726312, 27.638101]"
,LKJN,LINK JN. CABIN,,,Point,"[81.841869, 25.356832]"
,JHH,JHALRA HALT,,,Point,"[78.17640399999999, 29.420302]"
,KTES,KATNI SOUTH,,,Point,"[80.401113, 23.824725]"
,KGH,Kotegangur,,,Point,"[75.5206561768, 13.9821624414]"
,CLKN,CHUCHELA KALAN,,,Point,"[78.272803, 29.014595999999997]"
Karnataka,GDI,GUDGERI,SWR,"Gudgeri, Karnataka",Point,"[75.3596044824, 15.1249217339]"
,DLPR,DAYALPUR,,,Point,"[81.8894849231, 25.6322106511]"
,CKRD,CHAKMAKRAND,,,Point,"[85.2740297845, 25.6975316046]"
,BHCH,BLOCK CABIN CHAKKI BANK,,,Point,"[75.651062146, 32.2419748422]"
West Bengal,KNSN,KARNA SUBARNA,ER,"Khagraghat - Chowrigacha, West Bengal",Point,"[88.176458, 24.035537]"
,APCH,ALIPURDUAR COLLEGE,,,Point,"[89.5274862292, 26.5016791611]"
,CRZ,CARANZOL,,,Point,"[74.3061977655, 15.3607491302]"
Rajasthan,KNSR,KANASAR,NWR,"Lalgarh, Rajasthan",Point,"[73.324726, 28.145913]"
,HSDA,Hansdiha,,,Point,"[87.0849798193, 24.6141943022]"
,GUSB,GHUMASAN BG,,,Point,"[72.449413, 23.378259]"
,MXZ,Mohdara Halt,,,Point,"[79.34702300000001, 20.960497]"
,OHAN,OHANCABIN,,,Point,"[81.017247, 25.102455000000003]"
,BIE,BHISTENHATTI,,,Point,"[74.705805, 15.41363]"
Tamil Nadu,AWT,Alwar Tirunagri,SR,"Thoothukudi, Tamil Nadu",Point,"[77.941809, 8.602296]"
,MUDI,Mududi,,,Point,"[76.2332042139, 13.151294369]"
,BUGY,Bugia Halt,,,Point,"[73.608155, 29.38048]"
Uttar Pradesh,IGTA,Ingohta,NCR,"National Highway 86, Uttar Pradesh",Point,"[80.126678, 25.758384]"
,GNGT,Gangatolia,,,Point,"[79.986339, 22.392169]"
,DHOA,Dhaulpur,,,Point,"[77.905659, 26.697202]"
,SHER,Sher,,,Point,"[84.628290531, 26.3516649204]"
,BICI,Barkichampi,,,Point,"[84.709751, 23.483611]"
,JBPN,Jabalpur Jn (Ng),,,Point,"[79.950772, 23.164248]"
,SLQ,Salona Assam,,,Point,"[92.961877, 26.448981]"
Maharashtra,DGT,Dhulghat,SCR,"Amlakhurd, Maharashtra",Point,"[76.74963299999999, 21.296281999999998]"
,DGY,Dighori Buzurg,,,Point,"[79.230454, 21.107513]"
,PH,Panoh,,,Point,"[76.19991700000001, 31.551327999999998]"
,MCY,Machriawan,,,Point,"[85.29441999630001, 25.4624795686]"
,KIK,Karaikal,,,Point,"[79.839712, 10.925606]"
,KIF,Kuri,,,Point,"[76.8173945569, 9.035098526]"
Orissa,PSJ,Patasahi,SER,"National Highway 23, Orissa",Point,"[84.923705, 22.020127]"
,JLT,Jhamat Halt,,,Point,"[83.340382, 27.200025999999998]"
Andhra Pradesh,CKN,CHINTA KANI,SCR,"Chinta Kani Station, Andhra Pradesh",Point,"[80.201337, 17.126458999999997]"
Jharkhand,CBSA,Chaibasa,SER,"National Highway 75, Jharkhand",Point,"[85.812342, 22.560494000000002]"
,KKR,KHAKHRALA ROAD,,,Point,"[70.722232, 22.897133]"
,SPPA,SHERPUR DHIPURA,,,Point,"[85.8481621063, 25.5999397486]"
,DNWF,Dangarwa,,,Point,"[72.441313, 23.401545]"
,PSS,PADSALI,,,Point,"[75.38808359379999, 18.0060618945]"
West Bengal,CHRA,CHHARRA,SER,"Purulia, West Bengal",Point,"[86.42299399999999, 23.375747]"
Maharashtra,PKNS,POKHARNI NARASIMHA,SCR,"Pokharni Nrsnha, Maharashtra",Point,"[76.7316388525, 19.118747261]"
,BHAS,BHOJRAS,,,Point,"[74.63427990000001, 25.7882166]"
Maharashtra,HNL,HINGOLI DECCAN,SCR,"Hingoli, Maharashtra",Point,"[77.146758, 19.726357]"
,ALAL,ALAL,,,Point,"[75.72420699999999, 30.378176]"
,KARR,KHARAR,,,Point,"[76.6360518042, 30.7263803992]"
,BHAL,BHATIEL,,,Point,"[72.834624, 22.477066]"
,AGM,AGARAM SIBBANDI,,,Point,"[79.11334699999999, 12.414388]"
,ASAR,ASRA HALT,,,Point,"[77.29144328, 29.249760774200002]"
Himachal Pradesh,CTZ,CHAUNTRA BHATERH,NR,"Chauntra Bhater, Himachal Pradesh",Point,"[76.74671000000001, 32.005534999999995]"
,MUY,MUGAIYUR,,,Point,"[79.30532600000001, 11.976522]"
Kerala,PAY,PAYYANUR,SR,"Kannur District, Kerala",Point,"[75.195107, 12.092248]"
Madhya Pradesh,KRLR,KARAILA ROAD JN,ECR,"Main Road Singrauli-Jayant, Madhya Pradesh",Point,"[82.719311, 24.261080999999997]"
Maharashtra,DAV,DEVALGAON AVCHAR,SCR,"Parbhani, Maharashtra",Point,"[76.60520100000001, 19.322430999999998]"
,NMY,NOONMATI,,,Point,"[91.806851, 26.180382]"
,VNEC,Vijayawada North East,,,Point,"[80.630413, 16.532028]"
Assam,CKW,CHALKHOA,NFR,"Dibrugarh, Assam",Point,"[94.9592046722, 27.4656628037]"
,MNDV,MANDAWARIYA,,,Point,"[74.890472, 26.621071999999998]"
,JLG,JULGAON DECCAN,,,Point,"[77.790475, 19.384261]"
,TKPY,TURAKAPALLI,,,Point,"[77.6285053778, 15.0927135285]"
,DAH,DEHARE,,,Point,"[74.6741555884, 19.2418554705]"
,ULG,UDALGURI,,,Point,"[92.094329, 26.744291]"
,NMM,NEW MISAMARI,,,Point,"[92.57545400000001, 26.810166]"
,MSMI,MISAMARI,,,Point,"[92.595773, 26.811265]"
Maharashtra,AMBR,Ambika Rohina,SCR,"Ambika Devi Rd, Maharashtra",Point,"[76.9437206531, 18.442254377900003]"
Uttar Pradesh,ORC,ORCHHA,NCR,"National Highway 75, Uttar Pradesh",Point,"[78.644228, 25.401119]"
,NTVT,NETHRAVATHI,,,Point,"[74.856475, 12.844375000000001]"
,HNEO,Hathbandh,,,Point,"[81.8457729333, 21.6319185846]"
Rajasthan,BSSL,Basi Beriasal,WCR,"Bassi, Rajasthan",Point,"[74.764318, 25.024084]"
,CIP,Chichpalli,,,Point,"[79.443249, 19.966168]"
West Bengal,SNTD,Santaldih,SER,"Purulia, West Bengal",Point,"[86.48312299999999, 23.596660999999997]"
,SNTN,Santinagar Halt,,,Point,"[88.6377553125, 23.292974228200002]"
Rajasthan,SNTH,Sonthaliya,NWR,"National Highway 11, Rajasthan",Point,"[75.531666, 27.400358]"
,DPNR,Deepnagar Halt,,,Point,"[85.48327400000001, 25.140667]"
,GKV,Gottihalli Halt,,,Point,"[78.155685, 13.260622]"
Jharkhand,JAMA,Jama,ER,"Jama, Jharkhand",Point,"[87.14492, 24.345509]"
,HIVR,Hiwarkheda,,,Point,"[78.112944, 21.431848000000002]"
,PETA,Pandetola,,,Point,"[87.0603205811, 24.7415365882]"
Uttar Pradesh,BWP,Bhawanipur Kalan,NER,"Bhawanipur Kalan, Uttar Pradesh",Point,"[82.161102, 27.415623]"
,LSE,Laseri,,,Point,"[75.47962399999999, 28.713124]"
Gujarat,KKV,Kunkavav Junction,WR,"SH 104, Gujarat",Point,"[70.975052, 21.653448]"
West Bengal,LOK,Loknath,ER,"Loknath Railway Station, West Bengal",Point,"[88.03392099999999, 22.871717999999998]"
Bihar,CKH,Chakand,ECR,"Chakand, Bihar",Point,"[84.9954942, 24.8901416]"
Uttarakhand,CKK,Chakarpur,NER,"National Highway 125, Uttarakhand",Point,"[80.002313, 28.951978]"
Assam,DCA,DAMCHARA,NFR,"Diakkawn Rd, Assam",Point,"[92.749675, 25.012661]"
,MOX,MORAN,,,Point,"[94.88840400000001, 27.147109999999998]"
Himachal Pradesh,BRMR,BHARMAR,NR,"State Highway 22, Himachal Pradesh",Point,"[75.954299, 32.167399]"
Andhra Pradesh,CVV,CHERUVU MADHAVARAM,SCR,"Cheruvu Madhavaram Station, Andhra Pradesh",Point,"[80.518783, 16.746018]"
Karnataka,WDL,WANDAL,SWR,"Dam Inspection Rd, Karnataka",Point,"[75.86371000000001, 16.416601]"
,WDN,VADGAON NILA,,,Point,"[76.643889, 18.929059]"
Madhya Pradesh,MOJ,MOHANA,WCR,"Mohana, Madhya Pradesh",Point,"[77.83395499999999, 25.980207999999998]"
Maharashtra,KMV,KARMAD,SCR,"Aurangabad, Maharashtra",Point,"[75.5378981451, 19.872663603099998]"
Rajasthan,DRS,DHARESHWAR,NWR,"Sojat Road, Rajasthan",Point,"[73.667743, 25.777583999999997]"
,KNJJ,KANNJARA HALT,,,Point,"[77.2102291101, 19.6039649812]"
,BAGD,BAGWADA,,,Point,"[72.916866, 20.43948]"
,MRYA,MERIYANA,,,Point,"[71.415981, 21.201567]"
Rajasthan,RDRA,RAMDEVRA,NWR,"Ramdevra, Rajasthan",Point,"[71.929837, 27.006279]"
Rajasthan,SGNR,SHRI GANGANAGAR,NWR,"Sri Ganganagar, Rajasthan",Point,"[73.87141700000001, 29.931792]"
,GKPE,GORAKHPUR EAST,,,Point,"[83.387390437, 26.7587697881]"
,KPCM,KUWARCHINTAWA,,,Point,"[84.942114, 26.51743]"
Gujarat,SAPR,SARANGPUR ROAD,WR,"State Highway 38, Gujarat",Point,"[71.748617, 22.236682000000002]"
West Bengal,GPAE,GUPTIPARA,ER,"Guptipara Railway Station, West Bengal",Point,"[88.4178, 23.197355]"
Uttar Pradesh,WDM,WYNDHAMGANJ,ECR,"Sonebhadra, Uttar Pradesh",Point,"[83.401605, 24.264112]"
Tamil Nadu,KMD,KODUMUDI,SR,"Kodumudi, Tamil Nadu",Point,"[77.885771, 11.076073000000001]"
Madhya Pradesh,BUU,BHADANPUR,WCR,"National Highway 7, Madhya Pradesh",Point,"[80.679777, 24.16808]"
,ETB,ITARSI B CABIN,,,Point,"[77.709215, 22.591346]"
Tamil Nadu,CVP,KOVILPATTI,SR,"Kovilpatti, Tamil Nadu",Point,"[77.872848, 9.182578]"
Madhya Pradesh,PAL,PALASNER,WCR,"Harda, Madhya Pradesh",Point,"[77.050174, 22.304246]"
Rajasthan,RNIS,Ranolishishu,NWR,"National Highway 11, Rajasthan",Point,"[75.301025, 27.517012]"
Karnataka,GBB,GUBBI,SWR,"Gubbi, Karnataka",Point,"[76.939264, 13.321429]"
Goa,PERN,PERNEM,KR,"North Goa, Goa",Point,"[73.81653700000001, 15.707894]"
Rajasthan,NAWN,NAWAN,NWR,"State Highway 7, Rajasthan",Point,"[74.353285, 29.653071999999998]"
,AEX,Adderi,,,Point,"[75.157978, 14.141045]"
,JNDO,Jehanabad Court,,,Point,"[84.98423622680001, 25.2012234752]"
Andhra Pradesh,MCLE,MANCHILI,SCR,"Coastal Andhra Region, Andhra Pradesh",Point,"[81.613684, 16.662928]"
Karnataka,AEK,Anekal Road,SWR,"Karnataka, Karnataka",Point,"[77.71072699999999, 12.723885]"
Andhra Pradesh,DCU,Damalcheruvu,SCR,"National Highway 18, Andhra Pradesh",Point,"[79.05643400000001, 13.478885]"
,GBE,Gayabari,,,Point,"[88.260998, 26.860039999999998]"
,GKPI,Gate Karepalli,,,Point,"[80.25510299999999, 17.500295]"
,KNJI,Karanjali,,,Point,"[88.245999, 22.0353]"
Rajasthan,BAGA,Bhagega,NWR,"State Highway 37B, Rajasthan",Point,"[75.72088996, 27.677209949999998]"
,BAGJ,Barharagani,,,Point,"[83.9195740283, 26.921354215]"
,SLPR,Silpaprabesh,,,Point,"[88.10654500000001, 22.058566000000003]"
,PLNI,Palani,,,Point,"[77.52118300000001, 10.458722]"
Chandigarh,CNDM,Chandi Mandir,NR,"Panchkula, Chandigarh",Point,"[76.88683900000001, 30.727071000000002]"
,CNDB,Chandur Bazar,,,Point,"[77.741807, 21.219451]"
,MMVR,Murga Mahadev Road,,,Point,"[85.46586180999999, 22.06048608]"
,HSJ,HUSSAIN SAGAR J,,,Point,"[78.461904, 17.426453000000002]"
,SRBG,Sarobag,,,Point,"[86.4760352539, 25.272851221]"
,NWBV,NWBV,,,Point,"[80.62039399999999, 16.529876]"
,JSPR,JASHAPAR,,,Point,"[69.87358352049999, 21.837130552799998]"
Assam,RUP,Rupahigaon,NFR,"Nagaon, Assam",Point,"[92.74226717410001, 26.4125623913]"
,RF,RAFALESHWAR,,,Point,"[70.8969253271, 22.7738973454]"
Maharashtra,SGLA,SANGOLA,CR,"Sangole, Maharashtra",Point,"[75.187581, 17.435563000000002]"
,BSA,BHAINSA,,,Point,"[77.673452, 27.391523]"
,BNNR,BHINDAR,,,Point,"[74.179638, 24.528647]"
,KOX,KACHUJOR,,,Point,"[87.4650456, 23.8426777354]"
Andhra Pradesh,INK,INTAKANNE,SCR,"Intikanne Station, Andhra Pradesh",Point,"[79.860507, 17.727522]"
,KZJF,KAZIPET F CABIN,,,Point,"[79.57727100000001, 17.974824]"
,JDPT,Jagdishpur,,,Point,"[86.9846195752, 25.1482278323]"
,UBCN,ULHAS BRIDGE CABIN,,,Point,"[73.069462, 19.246247]"
Uttar Pradesh,RG,RAJGHAT NARORA,NR,"Babrala, Uttar Pradesh",Point,"[78.353587, 28.235655]"
,SRDH,SARSADH,,,Point,"[76.731812, 29.184058]"
,IGRL,INGORALA,,,Point,"[71.6869809839, 21.8234176248]"
Madhya Pradesh,LGCE,LAGARGAWAN,WCR,"Lagargawan, Madhya Pradesh",Point,"[80.81431, 24.464248]"
Jharkhand,JDPR,Jagdishpur,?,"Giridih, Jharkhand",Point,"[86.52550400000001, 24.273108999999998]"
,HSM,HAUSNAGAR,,,Point,"[87.94988, 24.646721000000003]"
Madhya Pradesh,VST,BIJAYSOTA,WCR,"State Highway 10, Madhya Pradesh",Point,"[81.11095900000001, 23.978724]"
,SKPA,SHRIKALYANPURA,,,Point,"[76.094182, 25.189878]"
Tamil Nadu,DYS,DALAPATHY SAMUDRAM,SR,"Dhalapathisamudram, Tamil Nadu",Point,"[77.638091, 8.430572]"
,RGNH,RAGHUNATHGARH,,,Point,"[73.65157199999999, 29.311679]"
Andhra Pradesh,KVLS,Karakavalasa,ECoR,"Coastal Andhra Region, Andhra Pradesh",Point,"[82.991426, 18.292228]"
Punjab,SULH,Sulhani,NR,"Machhi Bugra, Punjab",Point,"[74.865129, 30.871949]"
,QCAB,QCAB,,,Point,"[84.88480200000001, 22.229374]"
,AJLE,AZIMGANJ JN CABIN,,,Point,"[88.257363, 24.23827]"
,XCBN,Xcbn,,,Point,"[83.16958199999999, 25.303843]"
,TWI,Totewahi Halt,,,Point,"[79.600455, 20.014659]"
Maharashtra,INP,INDAPUR,KR,"Indapur, Maharashtra",Point,"[73.24465000000001, 18.297688]"
,INJ,INNANJE,,,Point,"[74.7612195679, 13.2555864292]"
Uttar Pradesh,BJLP,BARAI JALALPUR,NER,"Sitapur National Highway 24, Uttar Pradesh",Point,"[80.800122, 27.449608]"
,KLGD,KOLLENGODE,,,Point,"[76.697715, 10.626984]"
,DWJN,DIVA JN. CABIN,,,Point,"[73.042923, 19.188667]"
,BRWH,BAHERWA HALT,,,Point,"[82.7922887817, 25.251877498200002]"
,STKW,Sultanpur Kalia,,,Point,"[76.8692637848, 28.4605176414]"
Orissa,HCNR,Harichandanpur,ECoR,"Rd, Orissa",Point,"[85.795395, 21.328476000000002]"
,NMUE,Numaishgarh Halt,,,Point,"[77.8423063, 28.407739616900002]"
Madhya Pradesh,PTP,Patal Pani,WR,"Mhow, Madhya Pradesh",Point,"[75.797002, 22.514232000000003]"
Punjab,PTA,Patiala,NR,"Patiala, Punjab",Point,"[76.4041, 30.344248999999998]"
Madhya Pradesh,DRPH,Devri P.H.,SECR,"Kaladehi, Madhya Pradesh",Point,"[79.836698, 22.85663]"
,NLKT,Nalkata,,,Point,"[91.999618396, 24.0683888436]"
Andhra Pradesh,PCZ,Pocharam,SCR,"Khammam To Yellanddu Rd, Andhra Pradesh",Point,"[80.234583, 17.486717000000002]"
West Bengal,BSD,Basuldanga,ER,"National Highway 117, West Bengal",Point,"[88.23393947000001, 22.20374787]"
,KOM,Kodikkalpalaiym,,,Point,"[79.64869900000001, 10.786311]"
,TFGN,Tufanganj,,,Point,"[89.667639, 26.303308]"
,MWAD,Mowad,,,Point,"[78.451335, 21.455554]"
,COAC,Coac,,,Point,"[82.238213, 16.964553]"
,KPAW,Kanchrapara Workshop Gate,,,Point,"[88.445352, 22.935794]"
Assam,NLBR,Nilambazar,NFR,"NH 44, Assam",Point,"[92.36512599999999, 24.743292]"
,KADL,Kumradol,,,Point,"[87.075560105, 24.695170582]"
,SKPR,Sikarpur Halt,,,Point,"[78.946006, 21.984896]"
,MRSH,Morshi,,,Point,"[77.995446, 21.326057]"
,CHTL,Churaru Takrala,,,Point,"[76.166445, 31.597665]"
,SUNW,Surendra Nagar (W) Cabin,,,Point,"[71.636363, 22.734875]"
,SUNE,Sune,,,Point,"[71.644706, 22.753791000000003]"
,XGN,Gokulnagar,,,Point,"[85.30219143549999, 25.4879748709]"
Punjab,HSX,Hoshiarpur,NR,"Phagwara Road-Hoshiarpur, Punjab",Point,"[75.9055848, 31.5240737]"
,TSG,SITAPUR CITY (THOMASGANJ),,,Point,"[80.69025900000001, 27.569887]"
Uttarakhand,GUB,GULARBHOJ,NER,"Gular Bhoj Railway Station, Uttarakhand",Point,"[79.30114461, 29.11078373]"
,LRNC,LAKSAR NORTH CABIN,,,Point,"[78.0113177722, 29.7715518226]"
Gujarat,LDU,Lunidhar,WR,"State Highway 104, Gujarat",Point,"[71.085551, 21.715431000000002]"
Karnataka,HOH,HONAGANAHALLI,SWR,"National Highway 218, Karnataka",Point,"[75.732815, 16.679401000000002]"
,SE,SEMLA,,,Point,"[70.79367, 22.039641]"
,TELI,TELI,,,Point,"[79.405133, 11.933093999999999]"
Tamil Nadu,ILA,SILSIMAN,SR,"Silaiman Railway station, Tamil Nadu",Point,"[78.2001819324, 9.8674013383]"
,MMRB,MANMAD B CABIN,,,Point,"[74.44955586180001, 20.231473570600002]"
,NSN,NASIRPUR HALT,,,Point,"[77.109242, 28.604529]"
,REP,RESAULI,,,Point,"[80.4578628, 16.3096804]"
,COP,Kanpur M. G. Goods,,,Point,"[80.34196899999999, 26.45248]"
,PEM,Peralam Jn,,,Point,"[79.656384, 10.959358]"
Madhya Pradesh,UDR,AMDARA ROAD,WCR,"Amdara, Madhya Pradesh",Point,"[80.5779045111, 24.099500875799997]"
Assam,SFR,SAFRAI,NFR,"Suffry Station Chariali, Assam",Point,"[94.942883, 27.029014999999998]"
West Bengal,BURN,BURNPUR,SER,"CHITRA CINEMA HALL MORE, West Bengal",Point,"[86.9386234, 23.6719137]"
,KQX,KACHUJOR,,,Point,"[87.46277400209999, 23.841224628400003]"
,RWTB,ROWTA BAGAN,,,Point,"[92.21490999999999, 26.736799]"
,CAO,CHAURADANO,,,Point,"[85.01767731, 26.85049224]"
,RSNA,RASANA HALT,,,Point,"[72.256353, 24.224697000000003]"
,GRNA,GURHANWA,,,Point,"[85.215756, 26.74758]"
Uttar Pradesh,PDPR,Purandarpur,NER,"National Highway 29, Uttar Pradesh",Point,"[83.34747200000001, 27.209982]"
,HJLI,HUGRAJULI,,,Point,"[92.35864099999999, 26.805203]"
,NSO,Nashipur Road,,,Point,"[88.274766, 24.21105]"
,ULTL,Kulti Link Cabin,,,Point,"[86.865534, 23.734566]"
,PMDB,PAMIDI,,,Point,"[77.5990888062, 14.9811881952]"
,DCTL,DOMBIVLI CTL,,,Point,"[73.08419099999999, 19.203604]"
,KQZ,Kolar,,,Point,"[78.13204400000001, 13.124594]"
,SVTN,SHIVATHAN,,,Point,"[74.518905, 15.477666]"
,GMI,Gond Umri,,,Point,"[80.082136, 21.003133000000002]"
,BMGN,BAMUNI GAON,,,Point,"[91.282876, 26.01201]"
Andhra Pradesh,BQU,Bhattiprolu,SCR,"Bhattiprolu, Andhra Pradesh",Point,"[80.787953, 16.105632000000004]"
,CMGR,Chikkamanglur,,,Point,"[75.7887762634, 13.3038846483]"
,BURA,Bahuara,,,Point,"[84.7834807544, 25.8968700235]"
West Bengal,BHKA,Bahira Kalibari,ER,"Bahira Kalibari Railway Station, West Bengal",Point,"[88.563588, 22.685772]"
,GNRD,Genoli Road,,,Point,"[75.152338, 25.203127000000002]"
,BYPA,Baiyyappanahalli,,,Point,"[77.651853, 12.991200000000001]"
,VGDC,Viramgam D Cabin,,,Point,"[72.042828, 23.137395]"
,URML,Upramal,,,Point,"[75.276627, 25.247947]"
,NEYT,Ntpc Exchange Yard Talcher,,,Point,"[85.20809999999999, 20.919626]"
,JRRI,Jrri,,,Point,"[83.17854700000001, 25.308243]"
West Bengal,NCPM,Nishchindapur Market Halt,ER,"National Highway 117, West Bengal",Point,"[88.21710499999999, 21.987443000000003]"
,BRSA,Barwa Kalan,,,Point,"[83.408343, 27.391265999999998]"
,JWK,Jawaharpur Kamsan,,,Point,"[78.588278, 27.52481]"
,TMZJ,Tmzj,,,Point,"[87.933497, 22.246668]"
,HUN,Hunsenahalli,,,Point,"[77.94645, 13.399832]"
,DYW,Diyawan Halt,,,Point,"[85.2839236682, 25.3817289022]"
,GHB,Gahri Bhagi,,,Point,"[74.944234, 30.116782999999998]"
,JREA,Jhareda,,,Point,"[77.032106, 27.476347999999998]"
,JSL,JASSOWAL HALT,,,Point,"[75.831803, 30.799159]"
,KOWN,KHOWANG,,,Point,"[94.895843, 27.299563]"
,IDGH,INDARGARH,,,Point,"[77.73819999999999, 25.775115]"
,BROR,BERORE,,,Point,"[73.300793, 29.200034]"
,MWZ,MAHISHADAHARI,,,Point,"[87.649654, 23.916311]"
,CHAH,CHAILAHA HALT,,,Point,"[84.89464732670001, 26.6748122335]"
Maharashtra,LHD,LOHOGAD,SCR,"Akola, Maharashtra",Point,"[77.07850599999999, 20.467176]"
Jammu and Kashmir,GHGL,GHAGWAL,NR,"Vijaypur Jammu, Jammu and Kashmir",Point,"[75.213604, 32.504286]"
Madhya Pradesh,ADTL,ADHARTAL,WCR,"Jabalpur, Madhya Pradesh",Point,"[79.972274, 23.227389]"
,SISN,SISAUNA,,,Point,"[78.28054900000001, 29.216155]"
,JSI,JASALI,,,Point,"[71.914081, 24.169914000000002]"
,NWN,Nanwan,,,Point,"[76.014318, 28.371336999999997]"
,PRWA,PARWAKHURD HALT,,,Point,"[77.764414, 19.365201]"
,KWC,KUNDWA CHAINPUR,,,Point,"[85.183119, 26.771884]"
Bihar,KSMB,KASTLA KASMABAD,ECR,"Kastla Kasmabad, Bihar",Point,"[85.79836399999999, 25.114943999999998]"
,DKJR,DHEKIAJILI ROAD,,,Point,"[92.452548, 26.809213999999997]"
,AADR,Amb Andora,,,Point,"[76.110391, 31.670727]"
Uttar Pradesh,BHHZ,BEHTA HAZIPUR HALT,NR,"Behta Hazipur, Uttar Pradesh",Point,"[77.304041, 28.719730000000002]"
Karnataka,BYNR,MOOKAMBIKA ROAD,KR,"Baindur, Karnataka",Point,"[74.63279, 13.87259]"
Uttar Pradesh,KWH,KACHHWA ROAD,NER,"Kachhwa, Uttar Pradesh",Point,"[82.706617, 25.250465000000002]"
,IBH4,IBH4,,,Point,"[82.431192, 22.029943999999997]"
,IBH5,IBH5,,,Point,"[82.620084, 22.019762]"
,IBH6,IBH6,,,Point,"[82.73791700000001, 22.021243000000002]"
,IBH3,IBH3,,,Point,"[82.892472, 22.016209999999997]"
,BRMO,BERMO,ECR,,Point,"[85.955893, 23.772498]"
,IBH1,IBH1,,,Point,"[83.625911, 21.861847]"
,IBH2,IBH2,,,Point,"[83.794136, 21.87477]"
,IBHG,Ibhg,,,Point,"[81.98842900000001, 21.775184]"
,NGHW,Nageshwadi Halt,,,Point,"[76.91610235659999, 18.4615191344]"
,SISM,Singuli Shyam,,,Point,"[75.00444200000001, 25.186362]"
,SSGR,Sisai Gulabrai,,,Point,"[83.776865, 26.282385]"
Rajasthan,MWR,Mahansar,NWR,"Ramgarh, Rajasthan",Point,"[75.031292, 28.199841000000003]"
,MGDR,Magardharra Ph,,,Point,"[80.12555929080001, 21.9661929569]"
,FGH,Fatehgarh Haryana,,,Point,"[76.243784, 28.647921]"
,DASF,Dhasa Jn,,,Point,"[71.517978, 21.782515]"
,KAMR,Khurrampur,,,Point,"[85.2213155725, 25.1687228764]"
Uttar Pradesh,SHTS,Sambhal Hatim Sarai,NR,"Chandausi, Uttar Pradesh",Point,"[78.568241, 28.596912]"
,BECN,Bikaner East,,,Point,"[73.368894, 27.972495]"
Tamil Nadu,PKM,Periyanaikanpalayam,SR,"Periyanaickenpalayam, Tamil Nadu",Point,"[76.948477, 11.144776]"
,IBHE,Ibhe,,,Point,"[81.815212, 21.600830000000002]"
,SRJK,Suraj Kunda,,,Point,"[81.20291900000001, 26.142698000000003]"
,IBHF,Ibhf,,,Point,"[81.89613299999999, 21.682533000000003]"
,IBHC,Ibhc,,,Point,"[81.741998, 21.38637]"
,PKRH,Parsa Kerwan Halt,,,Point,"[84.8273760669, 26.053610138099998]"
,TOR,Titur,,,Point,"[79.288957, 21.059452]"
,TOI,Tamkuhi Road,,,Point,"[84.228415, 26.721823999999998]"
,BFF,Barabhati,,,Point,"[80.06084100000001, 20.862984]"
,MROA,Mora,,,Point,"[77.612747, 27.516762]"
,SGDV,Soma Guddu,,,Point,"[76.633302, 14.288569]"
Madhya Pradesh,KWB,Kaniwara,SECR,"Kanhiwada, Madhya Pradesh",Point,"[79.73291400000001, 22.218261000000002]"
,DJHR,Deojhar,,,Point,"[85.47699312, 22.08071726]"
,DEPI,Deenapatti,,,Point,"[86.937159, 25.89498]"
,IBHA,Ibha,,,Point,"[81.384639, 21.206629]"
,DKJB,Dornakal Bye Pass,,,Point,"[80.157907, 17.429209999999998]"
,JUYA,Jodhpuriya,,,Point,"[74.81465299999999, 25.070196]"
,DUE,Dhuri Jn,,,Point,"[84.139379776, 26.8008621515]"
,BKRH,Brij Kishor Halt,,,Point,"[84.69461, 26.31374]"
Assam,SMGR,Samaguri,NFR,"Samaguri, Assam",Point,"[92.84983299999999, 26.416262999999997]"
Assam,BTDR,Batadrowa Road,NFR,"Mathaouri Rd, Assam",Point,"[92.538085, 26.466939]"
Gujarat,RTJ,Rantej,WR,"State Highway 19, Gujarat",Point,"[72.153828, 23.471537]"
,NRKG,NARKATIAGANJ JN,,,Point,"[84.46403500000001, 27.105025]"
West Bengal,KGLE,KHAGRAGHAT ROAD,ER,"Khagraghat, West Bengal",Point,"[88.22648099999999, 24.106842]"
,BDK,BEDAG,,,Point,"[74.756723, 16.823512]"
,PRK,PARKHAM,,,Point,"[77.711657, 27.299256]"
